Name,date_of_birth,goals,outfielder_block,touches,goal_assist,appearances,clean_sheet,mins_played,yellow_card,red_card,total_pass,big_chance_missed,total_offside,total_tackle,fouls,dispossessed,total_clearance
Joachim Andersen,1996-05-30,1.0,13.0,2324.0,1.0,31.0,9.0,2730.0,7.0,1.0,1958.0,0.0,1.0,33.0,39.0,3.0,150.0
Bernard,1992-09-07,1.0,0.0,366.0,0.0,12.0,0.0,449.0,2.0,0.0,252.0,0.0,0.0,8.0,6.0,11.0,5.0
Jordan Ayew,1991-09-10,1.0,2.0,1148.0,3.0,33.0,4.0,2097.0,4.0,0.0,633.0,2.0,5.0,38.0,45.0,60.0,10.0
César Azpilicueta,1989-08-27,1.0,5.0,2346.0,2.0,26.0,12.0,2191.0,5.0,1.0,1887.0,0.0,5.0,53.0,32.0,6.0,59.0
Fabián Balbuena,1991-08-22,1.0,6.0,651.0,0.0,14.0,4.0,1198.0,1.0,1.0,482.0,3.0,0.0,24.0,12.0,0.0,62.0
Alisson,1992-10-01,1.0,0.0,1321.0,0.0,33.0,10.0,2970.0,1.0,0.0,988.0,0.0,0.0,3.0,1.0,0.0,43.0
Jan Bednarek,1996-04-11,1.0,27.0,2515.0,1.0,36.0,9.0,3101.0,5.0,1.0,2068.0,0.0,0.0,37.0,30.0,5.0,132.0
Héctor Bellerín,1995-03-18,1.0,8.0,1564.0,2.0,25.0,7.0,2093.0,8.0,0.0,1114.0,1.0,1.0,29.0,21.0,5.0,31.0
Saïd Benrahma,1995-08-09,1.0,0.0,844.0,6.0,30.0,1.0,1389.0,0.0,0.0,484.0,3.0,2.0,24.0,14.0,33.0,4.0
Sander Berge,1998-02-13,1.0,2.0,629.0,1.0,15.0,0.0,1120.0,4.0,0.0,436.0,0.0,2.0,16.0,14.0,13.0,18.0
Steven Bergwijn,1997-10-07,1.0,1.0,613.0,3.0,21.0,1.0,1211.0,3.0,0.0,416.0,5.0,1.0,15.0,20.0,15.0,7.0
Yves Bissouma,1996-08-29,1.0,6.0,2252.0,0.0,36.0,9.0,3111.0,8.0,1.0,1685.0,0.0,0.0,104.0,55.0,29.0,64.0
Willy Boly,1991-02-02,1.0,12.0,1265.0,1.0,21.0,6.0,1880.0,2.0,0.0,1036.0,1.0,0.0,33.0,15.0,3.0,83.0
Willian,1988-08-08,1.0,0.0,964.0,5.0,25.0,1.0,1406.0,0.0,0.0,677.0,1.0,4.0,13.0,5.0,15.0,6.0
Robert Brady,1992-01-13,1.0,0.0,578.0,1.0,19.0,3.0,1054.0,3.0,0.0,351.0,0.0,1.0,22.0,21.0,9.0,25.0
Joe Bryan,1993-09-16,1.0,2.0,535.0,0.0,16.0,0.0,665.0,2.0,0.0,314.0,0.0,0.0,15.0,10.0,3.0,11.0
Kean Bryan,1996-10-31,1.0,10.0,612.0,0.0,13.0,2.0,1007.0,1.0,0.0,447.0,1.0,0.0,20.0,13.0,1.0,35.0
Oliver Burke,1997-04-06,1.0,0.0,484.0,1.0,25.0,0.0,1270.0,2.0,0.0,252.0,3.0,3.0,16.0,23.0,28.0,4.0
Dan Burn,1992-05-08,1.0,7.0,1595.0,0.0,27.0,6.0,2059.0,5.0,0.0,1100.0,0.0,4.0,50.0,35.0,9.0,71.0
Nélson Semedo,1993-11-15,1.0,10.0,2533.0,1.0,34.0,8.0,2988.0,5.0,0.0,1567.0,1.0,2.0,85.0,41.0,27.0,70.0
Gary Cahill,1985-12-18,1.0,22.0,945.0,1.0,20.0,4.0,1800.0,3.0,0.0,746.0,1.0,3.0,13.0,12.0,1.0,86.0
Tom Cairney,1991-01-19,1.0,0.0,735.0,1.0,10.0,1.0,759.0,2.0,0.0,594.0,0.0,1.0,9.0,4.0,11.0,1.0
Andy Carroll,1989-01-05,1.0,0.0,219.0,0.0,18.0,0.0,383.0,1.0,0.0,136.0,0.0,4.0,3.0,12.0,3.0,14.0
Ciaran Clark,1989-09-25,1.0,20.0,1050.0,0.0,22.0,3.0,1893.0,3.0,0.0,790.0,1.0,1.0,24.0,16.0,1.0,99.0
Conor Coady,1993-02-24,1.0,32.0,2170.0,0.0,37.0,10.0,3304.0,5.0,0.0,1857.0,3.0,0.0,35.0,22.0,3.0,130.0
Liam Cooper,1991-08-29,1.0,32.0,1991.0,0.0,25.0,6.0,2187.0,4.0,1.0,1650.0,3.0,1.0,68.0,23.0,1.0,67.0
Willian José,1991-11-22,1.0,1.0,422.0,0.0,17.0,0.0,1113.0,0.0,0.0,298.0,2.0,2.0,2.0,8.0,13.0,12.0
Scott Dann,1987-02-13,1.0,14.0,781.0,0.0,15.0,2.0,1350.0,1.0,0.0,640.0,1.0,0.0,6.0,6.0,0.0,57.0
Keinan Davis,1998-02-12,1.0,0.0,135.0,1.0,15.0,1.0,266.0,0.0,0.0,73.0,0.0,0.0,2.0,4.0,4.0,2.0
Leander Dendoncker,1995-04-14,1.0,15.0,1528.0,0.0,33.0,10.0,2500.0,4.0,0.0,1203.0,5.0,4.0,54.0,31.0,11.0,48.0
Grady Diangana,1998-04-18,1.0,2.0,677.0,0.0,20.0,1.0,1237.0,0.0,0.0,336.0,1.0,4.0,35.0,11.0,38.0,7.0
Moussa Djenepo,1998-06-14,1.0,2.0,736.0,0.0,27.0,0.0,1238.0,5.0,0.0,382.0,1.0,3.0,52.0,29.0,17.0,12.0
Rúben Dias,1997-05-13,1.0,23.0,2988.0,0.0,32.0,15.0,2845.0,4.0,0.0,2713.0,2.0,1.0,24.0,21.0,4.0,90.0
Paul Dummett,1991-09-25,1.0,7.0,729.0,0.0,15.0,3.0,1256.0,2.0,0.0,518.0,0.0,0.0,16.0,9.0,0.0,71.0
Jimmy Dunne,1997-10-18,1.0,2.0,200.0,0.0,3.0,0.0,270.0,1.0,0.0,153.0,0.0,0.0,3.0,2.0,1.0,16.0
Anthony Elanga,2002-04-26,1.0,1.0,92.0,0.0,2.0,0.0,156.0,0.0,0.0,53.0,0.0,1.0,4.0,2.0,2.0,1.0
Mohamed Elneny,1992-07-10,1.0,4.0,1147.0,0.0,23.0,5.0,1542.0,3.0,0.0,1010.0,0.0,0.0,14.0,10.0,4.0,20.0
Ryan Fredericks,1992-10-09,1.0,2.0,373.0,1.0,14.0,1.0,567.0,2.0,0.0,226.0,0.0,1.0,9.0,11.0,3.0,19.0
Fábio Carvalho,2002-08-29,1.0,0.0,151.0,0.0,4.0,0.0,255.0,0.0,0.0,85.0,1.0,0.0,9.0,4.0,9.0,0.0
Darnell Furlong,1995-10-30,1.0,16.0,1616.0,3.0,35.0,6.0,2932.0,5.0,0.0,816.0,2.0,3.0,45.0,34.0,10.0,78.0
Dwight Gayle,1989-10-16,1.0,1.0,166.0,1.0,18.0,0.0,505.0,0.0,0.0,108.0,5.0,3.0,2.0,6.0,1.0,2.0
Morgan Gibbs-White,2000-01-26,1.0,0.0,329.0,0.0,11.0,0.0,410.0,1.0,0.0,222.0,1.0,1.0,9.0,5.0,5.0,1.0
Karlan Grant,1997-09-17,1.0,0.0,392.0,0.0,21.0,0.0,1132.0,1.0,0.0,217.0,3.0,6.0,5.0,9.0,17.0,15.0
Kortney Hause,1995-07-15,1.0,2.0,320.0,0.0,7.0,3.0,630.0,2.0,0.0,232.0,1.0,0.0,4.0,5.0,0.0,53.0
Jordan Henderson,1990-06-16,1.0,1.0,2030.0,1.0,21.0,3.0,1707.0,0.0,0.0,1815.0,2.0,0.0,24.0,8.0,5.0,26.0
Mason Holgate,1996-10-21,1.0,13.0,1576.0,0.0,28.0,9.0,2289.0,9.0,0.0,1103.0,1.0,1.0,56.0,29.0,6.0,82.0
Conor Hourihane,1991-02-01,1.0,0.0,178.0,1.0,4.0,0.0,227.0,0.0,0.0,133.0,0.0,0.0,0.0,1.0,0.0,2.0
Alex Iwobi,1996-05-02,1.0,1.0,976.0,2.0,30.0,1.0,1539.0,0.0,0.0,595.0,1.0,0.0,27.0,13.0,26.0,13.0
Reece James,1999-12-07,1.0,7.0,2380.0,2.0,32.0,9.0,2367.0,3.0,0.0,1696.0,0.0,1.0,55.0,31.0,23.0,43.0
Daniel Jebbison,2003-07-10,1.0,1.0,83.0,0.0,4.0,1.0,284.0,0.0,0.0,35.0,2.0,1.0,6.0,6.0,5.0,0.0
Ben Johnson,2000-01-23,1.0,1.0,291.0,0.0,14.0,0.0,517.0,1.0,0.0,184.0,0.0,0.0,11.0,6.0,6.0,6.0
Curtis Jones,2001-01-29,1.0,0.0,1200.0,2.0,24.0,2.0,1178.0,2.0,0.0,966.0,1.0,1.0,16.0,18.0,32.0,9.0
Cheikhou Kouyaté,1989-12-20,1.0,26.0,1676.0,0.0,36.0,8.0,3123.0,4.0,0.0,1279.0,1.0,0.0,58.0,36.0,8.0,123.0
Emil Krafth,1994-08-01,1.0,9.0,742.0,0.0,16.0,2.0,1290.0,4.0,0.0,455.0,0.0,1.0,19.0,12.0,4.0,46.0
Adam Lallana,1988-05-09,1.0,3.0,1166.0,1.0,30.0,3.0,1588.0,0.0,0.0,923.0,0.0,3.0,28.0,18.0,15.0,12.0
Erik Lamela,1992-03-03,1.0,1.0,524.0,0.0,23.0,0.0,704.0,4.0,1.0,338.0,0.0,0.0,17.0,24.0,13.0,1.0
Tariq Lamptey,2000-09-29,1.0,1.0,670.0,1.0,11.0,1.0,889.0,2.0,1.0,374.0,1.0,1.0,17.0,21.0,6.0,9.0
Manuel Lanzini,1993-02-14,1.0,0.0,479.0,1.0,17.0,0.0,560.0,1.0,0.0,370.0,1.0,3.0,9.0,7.0,9.0,5.0
Mario Lemina,1993-08-31,1.0,5.0,1209.0,0.0,28.0,1.0,1703.0,5.0,0.0,887.0,0.0,0.0,62.0,32.0,22.0,19.0
Victor Lindelöf,1994-07-16,1.0,14.0,2114.0,1.0,29.0,10.0,2586.0,0.0,0.0,1866.0,0.0,1.0,22.0,24.0,3.0,95.0
Diego Llorente,1993-08-15,1.0,13.0,898.0,0.0,15.0,4.0,1205.0,1.0,0.0,718.0,1.0,0.0,34.0,15.0,7.0,38.0
Giovani Lo Celso,1996-04-08,1.0,1.0,770.0,1.0,18.0,0.0,950.0,5.0,0.0,570.0,1.0,0.0,28.0,19.0,14.0,5.0
Ruben Loftus-Cheek,1996-01-22,1.0,2.0,1158.0,0.0,31.0,6.0,1973.0,3.0,0.0,726.0,5.0,3.0,25.0,29.0,42.0,14.0
Matthew Lowton,1989-06-08,1.0,13.0,1957.0,1.0,34.0,10.0,3060.0,5.0,0.0,1194.0,0.0,0.0,54.0,19.0,10.0,79.0
Alexis Mac Allister,1998-12-23,1.0,4.0,616.0,1.0,21.0,2.0,1116.0,1.0,0.0,396.0,1.0,0.0,26.0,19.0,16.0,2.0
Juan Mata,1988-04-27,1.0,0.0,341.0,2.0,9.0,0.0,509.0,0.0,0.0,286.0,0.0,2.0,1.0,1.0,6.0,3.0
Jean-Philippe Mateta,1997-06-27,1.0,0.0,85.0,0.0,7.0,0.0,217.0,0.0,0.0,47.0,0.0,5.0,1.0,3.0,5.0,2.0
Joël Matip,1991-08-07,1.0,0.0,620.0,2.0,10.0,3.0,691.0,2.0,0.0,546.0,0.0,0.0,14.0,11.0,1.0,22.0
Oliver McBurnie,1996-06-03,1.0,3.0,660.0,0.0,23.0,0.0,1319.0,2.0,0.0,440.0,8.0,4.0,15.0,24.0,17.0,29.0
Luka Milivojevic,1991-04-06,1.0,6.0,1668.0,1.0,31.0,5.0,2363.0,8.0,1.0,1294.0,1.0,0.0,65.0,38.0,19.0,46.0
Tyrick Mitchell,1999-08-31,1.0,10.0,1076.0,1.0,19.0,4.0,1710.0,1.0,0.0,599.0,0.0,0.0,64.0,8.0,12.0,46.0
David Luiz,1987-04-21,1.0,9.0,1161.0,0.0,20.0,3.0,1396.0,1.0,1.0,998.0,0.0,1.0,12.0,15.0,2.0,49.0
Wilfred Ndidi,1996-12-15,1.0,11.0,1846.0,4.0,26.0,6.0,2179.0,6.0,0.0,1432.0,0.0,0.0,96.0,54.0,14.0,52.0
Ben Osborn,1994-08-04,1.0,3.0,1091.0,0.0,24.0,2.0,1606.0,1.0,0.0,743.0,0.0,4.0,33.0,10.0,25.0,13.0
Alex Oxlade-Chamberlain,1993-08-14,1.0,0.0,189.0,1.0,13.0,0.0,244.0,0.0,0.0,131.0,0.0,0.0,4.0,3.0,5.0,0.0
Kalvin Phillips,1995-12-01,1.0,14.0,1884.0,2.0,29.0,8.0,2429.0,10.0,0.0,1404.0,0.0,0.0,74.0,46.0,16.0,49.0
Nathaniel Phillips,1997-03-20,1.0,14.0,1335.0,1.0,17.0,7.0,1455.0,2.0,0.0,1117.0,1.0,0.0,22.0,20.0,3.0,81.0
Dennis Praet,1994-05-13,1.0,2.0,422.0,1.0,15.0,0.0,723.0,0.0,0.0,294.0,0.0,0.0,14.0,12.0,9.0,3.0
Tyler Roberts,1999-01-11,1.0,2.0,691.0,2.0,27.0,1.0,1338.0,3.0,0.0,463.0,1.0,8.0,15.0,23.0,15.0,11.0
Andrew Robertson,1994-03-10,1.0,9.0,3683.0,7.0,38.0,10.0,3385.0,2.0,0.0,2680.0,1.0,8.0,46.0,23.0,11.0,68.0
Fred,1993-03-04,1.0,9.0,2233.0,0.0,30.0,8.0,2395.0,5.0,0.0,1806.0,1.0,1.0,81.0,45.0,30.0,21.0
Jay Rodríguez,1989-07-28,1.0,4.0,517.0,2.0,31.0,2.0,1256.0,3.0,0.0,274.0,3.0,14.0,25.0,31.0,22.0,6.0
Oriol Romeu,1991-09-23,1.0,7.0,1560.0,1.0,21.0,5.0,1767.0,6.0,0.0,1275.0,0.0,0.0,69.0,30.0,18.0,15.0
Antonio Rüdiger,1993-03-02,1.0,10.0,1713.0,0.0,19.0,11.0,1710.0,0.0,0.0,1523.0,0.0,1.0,31.0,16.0,1.0,51.0
João Moutinho,1986-09-07,1.0,3.0,2139.0,1.0,33.0,4.0,2533.0,3.0,1.0,1721.0,0.0,0.0,75.0,44.0,11.0,24.0
Fabian Schär,1991-12-19,1.0,12.0,794.0,0.0,18.0,2.0,1246.0,4.0,1.0,581.0,1.0,1.0,13.0,22.0,5.0,51.0
Luke Shaw,1995-07-11,1.0,9.0,2417.0,5.0,32.0,10.0,2655.0,8.0,0.0,1609.0,0.0,3.0,44.0,42.0,21.0,39.0
Jonjo Shelvey,1992-02-26,1.0,14.0,1785.0,3.0,30.0,6.0,2617.0,7.0,0.0,1401.0,1.0,0.0,39.0,31.0,5.0,40.0
Çaglar Söyüncü,1996-05-22,1.0,9.0,1639.0,0.0,23.0,5.0,1816.0,2.0,0.0,1381.0,0.0,0.0,27.0,18.0,4.0,80.0
Pascal Struijk,1999-08-10,1.0,21.0,1609.0,0.0,27.0,7.0,2076.0,3.0,0.0,1296.0,3.0,0.0,49.0,26.0,9.0,84.0
James Tarkowski,1992-11-18,1.0,42.0,1734.0,0.0,36.0,11.0,3240.0,6.0,0.0,1259.0,4.0,3.0,66.0,27.0,4.0,159.0
Nathan Tella,1999-07-04,1.0,0.0,318.0,1.0,18.0,0.0,742.0,2.0,0.0,135.0,2.0,5.0,8.0,16.0,23.0,2.0
Luke Thomas,2001-06-09,1.0,2.0,674.0,0.0,14.0,1.0,969.0,2.0,0.0,405.0,0.0,0.0,23.0,10.0,12.0,19.0
Kieran Tierney,1997-06-04,1.0,10.0,1801.0,3.0,27.0,8.0,2301.0,4.0,0.0,1180.0,0.0,0.0,27.0,14.0,14.0,56.0
Andros Townsend,1991-07-15,1.0,2.0,1381.0,5.0,34.0,5.0,2259.0,0.0,0.0,703.0,2.0,2.0,78.0,28.0,56.0,13.0
Donny van de Beek,1997-04-17,1.0,1.0,370.0,1.0,19.0,0.0,513.0,1.0,0.0,273.0,0.0,0.0,15.0,5.0,8.0,6.0
Virgil van Dijk,1991-07-07,1.0,1.0,367.0,0.0,5.0,1.0,371.0,1.0,0.0,341.0,0.0,1.0,3.0,4.0,0.0,8.0
Joël Veltman,1992-01-14,1.0,5.0,1891.0,1.0,28.0,7.0,2282.0,3.0,0.0,1249.0,1.0,0.0,67.0,34.0,7.0,60.0
Kyle Walker,1990-05-27,1.0,7.0,2163.0,1.0,24.0,9.0,1946.0,1.0,0.0,1733.0,0.0,1.0,29.0,25.0,17.0,22.0
Adam Webster,1995-01-03,1.0,16.0,2188.0,0.0,29.0,9.0,2595.0,4.0,0.0,1838.0,0.0,1.0,29.0,24.0,6.0,84.0
Granit Xhaka,1992-09-26,1.0,7.0,2516.0,2.0,31.0,9.0,2522.0,7.0,1.0,2189.0,0.0,1.0,50.0,39.0,12.0,36.0
Martin Ødegaard,1998-12-16,1.0,0.0,630.0,2.0,14.0,1.0,866.0,0.0,0.0,496.0,0.0,1.0,9.0,1.0,11.0,5.0
Dele Alli,1996-04-10,0.0,0.0,484.0,1.0,15.0,0.0,618.0,0.0,0.0,330.0,3.0,1.0,18.0,10.0,16.0,3.0
Luke Ayling,1991-08-24,0.0,36.0,3352.0,0.0,38.0,11.0,3400.0,7.0,0.0,2381.0,1.0,2.0,108.0,29.0,21.0,77.0
Dani Ceballos,1996-08-06,0.0,6.0,1565.0,3.0,25.0,4.0,1615.0,4.0,0.0,1272.0,0.0,0.0,37.0,23.0,15.0,14.0
Aymeric Laporte,1994-05-26,0.0,7.0,1397.0,0.0,16.0,7.0,1343.0,1.0,0.0,1274.0,1.0,2.0,13.0,9.0,1.0,28.0
Jakub Moder,1999-04-06,0.0,1.0,399.0,0.0,12.0,0.0,648.0,0.0,0.0,263.0,1.0,2.0,15.0,12.0,10.0,7.0
Ben Godfrey,1998-01-14,0.0,37.0,1739.0,2.0,31.0,11.0,2683.0,4.0,0.0,1219.0,0.0,4.0,55.0,15.0,6.0,110.0
Eric Dier,1994-01-14,0.0,31.0,2085.0,0.0,28.0,8.0,2520.0,3.0,0.0,1789.0,2.0,0.0,23.0,16.0,1.0,122.0
John Egan,1992-10-19,0.0,31.0,1454.0,1.0,31.0,4.0,2630.0,7.0,1.0,1123.0,0.0,0.0,41.0,29.0,1.0,130.0
Federico Fernández,1989-02-20,0.0,31.0,1197.0,0.0,24.0,5.0,2082.0,4.0,0.0,834.0,0.0,0.0,29.0,15.0,2.0,144.0
Rob Holding,1995-09-19,0.0,27.0,2132.0,1.0,30.0,11.0,2558.0,2.0,0.0,1802.0,0.0,2.0,43.0,25.0,6.0,119.0
Ben White,1997-10-07,0.0,22.0,2179.0,0.0,36.0,11.0,3194.0,3.0,1.0,1747.0,0.0,1.0,49.0,30.0,10.0,50.0
Tosin Adarabioyo,1997-09-23,0.0,20.0,2315.0,0.0,33.0,9.0,2954.0,1.0,0.0,1905.0,3.0,2.0,37.0,16.0,5.0,193.0
Ethan Ampadu,2000-09-13,0.0,19.0,1425.0,0.0,25.0,2.0,2090.0,3.0,0.0,1006.0,0.0,1.0,57.0,25.0,5.0,83.0
Charlie Taylor,1993-09-17,0.0,19.0,1712.0,1.0,29.0,8.0,2429.0,1.0,0.0,990.0,0.0,1.0,48.0,9.0,9.0,73.0
Dara O'Shea,1999-03-03,0.0,17.0,1228.0,0.0,28.0,3.0,2102.0,3.0,0.0,810.0,0.0,0.0,45.0,13.0,4.0,97.0
Douglas Luiz,1998-05-08,0.0,17.0,1835.0,2.0,33.0,9.0,2789.0,8.0,1.0,1415.0,1.0,0.0,49.0,59.0,18.0,41.0
Wesley Fofana,2000-12-16,0.0,16.0,2121.0,0.0,28.0,6.0,2264.0,7.0,0.0,1688.0,2.0,2.0,51.0,37.0,12.0,92.0
Chris Basham,1988-07-19,0.0,15.0,1603.0,1.0,31.0,2.0,2586.0,5.0,0.0,1057.0,0.0,6.0,69.0,25.0,19.0,103.0
Conor Townsend,1993-03-03,0.0,15.0,1509.0,2.0,25.0,5.0,2235.0,0.0,0.0,918.0,2.0,2.0,44.0,15.0,7.0,51.0
Andreas Christensen,1996-04-09,0.0,14.0,1299.0,0.0,17.0,8.0,1371.0,2.0,1.0,1141.0,0.0,0.0,11.0,9.0,1.0,49.0
Aaron Cresswell,1989-12-14,0.0,14.0,2423.0,8.0,36.0,11.0,3172.0,3.0,0.0,1652.0,0.0,0.0,32.0,13.0,9.0,73.0
Jack Stephens,1994-01-26,0.0,14.0,1276.0,0.0,18.0,4.0,1539.0,2.0,0.0,1027.0,1.0,0.0,34.0,8.0,5.0,57.0
Matt Targett,1995-09-17,0.0,14.0,2614.0,2.0,38.0,15.0,3405.0,7.0,0.0,1684.0,0.0,0.0,83.0,28.0,6.0,87.0
Davinson Sánchez,1996-06-11,0.0,13.0,1231.0,0.0,18.0,4.0,1486.0,1.0,0.0,1026.0,0.0,0.0,40.0,22.0,3.0,84.0
Robin Koch,1996-07-16,0.0,12.0,928.0,0.0,17.0,4.0,1131.0,1.0,0.0,769.0,0.0,0.0,27.0,17.0,0.0,31.0
Allan,1991-01-07,0.0,12.0,1390.0,0.0,24.0,7.0,2052.0,6.0,0.0,1055.0,0.0,0.0,80.0,37.0,18.0,23.0
Oliver Norwood,1991-04-11,0.0,12.0,1776.0,0.0,32.0,5.0,2224.0,6.0,0.0,1405.0,0.0,0.0,49.0,26.0,7.0,49.0
Enda Stevens,1990-07-08,0.0,12.0,1854.0,1.0,30.0,4.0,2700.0,6.0,0.0,1185.0,2.0,3.0,59.0,33.0,29.0,75.0
Eric Bailly,1994-04-11,0.0,11.0,663.0,0.0,12.0,3.0,915.0,3.0,0.0,562.0,0.0,0.0,5.0,10.0,0.0,36.0
Josh Brownhill,1995-12-18,0.0,11.0,1585.0,1.0,33.0,10.0,2814.0,2.0,0.0,1172.0,0.0,2.0,45.0,36.0,15.0,37.0
Matty Cash,1997-08-06,0.0,11.0,1729.0,2.0,28.0,10.0,2378.0,6.0,1.0,1008.0,0.0,2.0,71.0,35.0,13.0,82.0
Harrison Reed,1995-01-26,0.0,11.0,1835.0,2.0,31.0,6.0,2251.0,5.0,0.0,1477.0,0.0,0.0,63.0,40.0,10.0,26.0
Fabinho,1993-10-22,0.0,10.0,2445.0,0.0,30.0,11.0,2564.0,6.0,0.0,2108.0,0.0,0.0,58.0,29.0,7.0,65.0
Kyle Walker-Peters,1997-04-12,0.0,10.0,2172.0,2.0,30.0,9.0,2648.0,4.0,0.0,1323.0,1.0,7.0,83.0,33.0,49.0,51.0
Tom Davies,1998-06-29,0.0,9.0,925.0,1.0,25.0,2.0,1426.0,3.0,0.0,697.0,0.0,0.0,31.0,26.0,10.0,20.0
Isaac Hayden,1995-03-21,0.0,9.0,1133.0,0.0,24.0,4.0,1944.0,8.0,0.0,788.0,0.0,1.0,52.0,38.0,14.0,45.0
Erik Pieters,1988-08-06,0.0,9.0,796.0,1.0,20.0,2.0,1262.0,1.0,0.0,472.0,0.0,1.0,30.0,26.0,10.0,27.0
Maximilian Kilman,1997-05-22,0.0,8.0,899.0,1.0,18.0,5.0,1307.0,4.0,0.0,745.0,0.0,0.0,21.0,20.0,2.0,40.0
John Lundstram,1994-02-17,0.0,8.0,1329.0,2.0,28.0,2.0,2032.0,8.0,1.0,999.0,2.0,1.0,25.0,24.0,19.0,23.0
Joe Rodon,1997-10-21,0.0,8.0,527.0,0.0,12.0,2.0,732.0,0.0,0.0,429.0,0.0,1.0,14.0,2.0,0.0,35.0
Joel Ward,1989-10-28,0.0,8.0,1418.0,1.0,26.0,7.0,2255.0,5.0,0.0,819.0,0.0,1.0,43.0,32.0,8.0,79.0
George Baldock,1993-03-08,0.0,7.0,1502.0,2.0,32.0,4.0,2789.0,7.0,0.0,897.0,2.0,10.0,47.0,46.0,20.0,62.0
Vladimír Coufal,1992-08-21,0.0,7.0,2190.0,7.0,34.0,9.0,3055.0,3.0,0.0,1279.0,2.0,0.0,73.0,29.0,16.0,90.0
Jamal Lewis,1998-01-24,0.0,7.0,1079.0,1.0,24.0,3.0,1833.0,4.0,0.0,650.0,0.0,1.0,37.0,18.0,13.0,36.0
Kevin Long,1990-08-17,0.0,7.0,330.0,0.0,8.0,1.0,636.0,2.0,0.0,265.0,1.0,0.0,11.0,7.0,0.0,24.0
Pablo Marí,1993-08-30,0.0,7.0,710.0,0.0,10.0,4.0,900.0,2.0,0.0,629.0,0.0,0.0,15.0,8.0,0.0,29.0
James McCarthy,1990-11-11,0.0,7.0,432.0,0.0,16.0,0.0,823.0,1.0,0.0,331.0,0.0,0.0,16.0,6.0,1.0,11.0
Sergio Reguilón,1996-12-15,0.0,7.0,1807.0,3.0,27.0,7.0,2248.0,5.0,0.0,1200.0,0.0,1.0,47.0,26.0,15.0,41.0
Séamus Coleman,1988-10-10,0.0,6.0,1029.0,3.0,25.0,5.0,1612.0,0.0,0.0,645.0,1.0,0.0,39.0,12.0,23.0,32.0
Kieran Gibbs,1989-09-25,0.0,6.0,406.0,0.0,10.0,0.0,810.0,1.0,1.0,264.0,0.0,0.0,15.0,6.0,1.0,27.0
Jake Livermore,1989-11-13,0.0,6.0,551.0,0.0,18.0,1.0,1247.0,2.0,1.0,383.0,0.0,0.0,33.0,30.0,7.0,24.0
Jacob Ramsey,2001-05-27,0.0,6.0,342.0,0.0,22.0,0.0,617.0,0.0,0.0,221.0,0.0,2.0,10.0,13.0,12.0,5.0
Patrick van Aanholt,1990-08-28,0.0,6.0,1395.0,1.0,22.0,4.0,1775.0,2.0,0.0,952.0,2.0,3.0,35.0,11.0,6.0,32.0
André-Frank Zambo Anguissa,1995-11-15,0.0,6.0,2018.0,3.0,36.0,5.0,2584.0,6.0,0.0,1416.0,0.0,0.0,78.0,44.0,50.0,14.0
Ben Davies,1993-04-23,0.0,5.0,976.0,1.0,20.0,4.0,1340.0,1.0,0.0,645.0,0.0,1.0,27.0,19.0,2.0,45.0
Matt Doherty,1992-01-15,0.0,5.0,1053.0,2.0,17.0,3.0,1238.0,2.0,1.0,676.0,1.0,0.0,29.0,20.0,9.0,36.0
Branislav Ivanovic,1984-02-21,0.0,5.0,397.0,0.0,13.0,2.0,767.0,2.0,0.0,317.0,0.0,1.0,14.0,11.0,0.0,25.0
Phil Jagielka,1982-08-16,0.0,5.0,274.0,0.0,10.0,0.0,527.0,1.0,1.0,204.0,0.0,0.0,5.0,8.0,0.0,26.0
Sean Longstaff,1997-10-29,0.0,5.0,786.0,1.0,22.0,2.0,1406.0,2.0,0.0,558.0,2.0,0.0,31.0,22.0,6.0,13.0
Nemanja Matic,1988-07-31,0.0,5.0,1186.0,0.0,20.0,4.0,1101.0,2.0,0.0,1016.0,0.0,0.0,25.0,14.0,8.0,9.0
Marvelous Nakamba,1994-01-18,0.0,5.0,390.0,0.0,13.0,4.0,751.0,3.0,0.0,285.0,0.0,0.0,22.0,8.0,2.0,8.0
Thomas Partey,1993-06-12,0.0,5.0,1399.0,2.0,24.0,5.0,1534.0,5.0,0.0,1140.0,1.0,0.0,44.0,18.0,10.0,15.0
Tim Ream,1987-10-04,0.0,5.0,532.0,0.0,7.0,0.0,630.0,0.0,0.0,468.0,0.0,0.0,12.0,3.0,1.0,23.0
Mohammed Salisu,1999-04-16,0.0,5.0,548.0,0.0,12.0,0.0,842.0,1.0,0.0,360.0,1.0,0.0,38.0,10.0,7.0,29.0
Japhet Tanganga,1999-03-30,0.0,5.0,305.0,0.0,6.0,2.0,488.0,2.0,0.0,199.0,0.0,0.0,5.0,11.0,5.0,13.0
Kenny Tete,1995-10-08,0.0,5.0,1125.0,1.0,22.0,4.0,1482.0,3.0,0.0,690.0,0.0,2.0,48.0,28.0,8.0,44.0
Axel Tuanzebe,1997-11-13,0.0,5.0,327.0,0.0,9.0,0.0,402.0,2.0,0.0,263.0,0.0,0.0,13.0,6.0,1.0,15.0
Jack Cork,1989-06-24,0.0,4.0,671.0,0.0,16.0,4.0,1353.0,2.0,0.0,500.0,0.0,0.0,26.0,21.0,13.0,19.0
